time,msg
2020-01-10 02:41:28, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 02:41:49, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 02:42:22, Memory CPU1A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 02:43:14, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 02:45:09, Memory CPU1A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 02:48:51, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 02:52:02, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 02:52:42, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 02:55:43, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 03:02:30, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 03:04:23, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 03:09:15, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 03:11:28, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 03:13:10, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 03:13:35, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 03:16:33, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 03:17:32, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 03:19:37, Memory CPU1A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 03:24:22, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 03:24:27, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 03:27:41, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 03:29:45, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 03:33:54, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 03:40:34, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 03:50:14, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 03:52:17, Memory CPU1A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 03:55:08, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 03:59:12, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 04:07:26, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 04:10:24, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 04:13:30, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 04:15:51, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 04:16:05, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 04:20:21, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 04:22:43, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 04:25:28, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 04:26:39, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 04:27:29, Memory CPU1A1_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 04:29:17, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 04:31:09, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 04:37:34, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 04:40:56, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 04:41:29, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 04:50:18, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 04:50:59, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 04:55:48, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 04:59:11, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 04:59:52, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 05:01:28, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 05:05:44, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 05:12:29, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 05:15:13, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 05:16:36, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 05:19:23, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 05:29:29, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 05:35:53, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 05:36:13, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 05:37:06, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 05:37:19, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 05:38:44, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 05:41:40, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 05:45:42, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-10 09:30:06, Version Change #0x8c | Hardware change detected | Asserted
2020-01-10 23:42:45, Drive Slot / Bay HDD_R_11_Status | Drive Present | Deasserted
2020-01-10 23:43:33, Drive Slot / Bay HDD_R_13_Status | Drive Present | Asserted
2020-01-10 23:44:34, Drive Slot / Bay HDD_R_3_Status | Drive Present | Deasserted
2020-01-10 23:45:32, Drive Slot / Bay HDD_R_8_Status | Drive Present | Asserted
2020-01-11 01:08:38, Drive Slot / Bay HDD_R_1_Status | Drive Present | Deasserted
2020-01-11 01:09:50, Drive Slot / Bay HDD_R_6_Status | Drive Present | Asserted
2020-01-11 01:59:15, Drive Slot / Bay HDD_R_2_Status | Drive Present | Deasserted
2020-01-11 03:32:33, Drive Slot / Bay HDD_R_11_Status | Drive Present | Asserted
2020-01-11 03:33:15, Drive Slot / Bay HDD_R_2_Status | Drive Present | Deasserted
2020-01-11 03:42:19, Drive Slot / Bay HDD_R_6_Status | Drive Present | Asserted
2020-01-11 04:07:34, Drive Slot / Bay HDD_R_1_Status | Drive Present | Deasserted
2020-01-11 11:25:55, Memory #0xe2 | Correctable ECC | Asserted
2020-01-11 11:27:33, System Boot Initiated #0xe0 | Initiated by warm reset | Asserted
2020-01-11 11:29:44, Memory #0xe2 | Correctable ECC | Asserted
2020-01-11 11:29:52, Memory #0xe2 | Correctable ECC | Asserted
2020-01-11 11:30:05, Memory #0xe2 | Correctable ECC | Asserted
2020-01-11 11:38:35, Memory #0xe2 | Correctable ECC | Asserted
2020-01-11 12:08:10, Memory #0xe2 | Correctable ECC logging limit reached | Asserted
2020-01-11 12:10:57, Memory #0xe2 | Correctable ECC | Asserted
2020-01-11 12:11:18, Memory #0xe2 | Correctable ECC | Asserted
2020-01-11 12:17:53, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-01-11 12:49:15, System Event Sys_Event | Timestamp Clock Sync | Asserted
2020-01-11 13:19:36, Button Button_Pressed | State Asserted | Asserted
2020-01-11 13:23:20, Drive Slot / Bay HDD_R_3_Status | Drive Present | Asserted
2020-01-11 13:23:46, Drive Slot / Bay HDD_R_5_Status | Drive Present | Deasserted
2020-01-11 13:49:16, System Event Sys_Event | Timestamp Clock Sync | Asserted
2020-01-11 14:37:59, System Boot Initiated #0xe0 | Initiated by hard reset | Asserted
2020-01-11 14:39:59, Processor #0xe4 | Configuration Error | Asserted
2020-01-11 14:55:29, Button Button_Pressed | State Asserted | Asserted
2020-01-11 15:30:49, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-01-11 15:49:17, System Event Sys_Event | Timestamp Clock Sync | Asserted
2020-01-11 16:15:21, Temperature DIMMG2_Temp | Upper Critical going high | Asserted | Reading 85 &gt; Threshold 85 degrees C
2020-01-11 16:15:21, Temperature DIMMG1_Temp | Upper Critical going high | Asserted | Reading 85 &gt; Threshold 85 degrees C
2020-01-11 16:29:19, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-01-11 16:46:46, Microcontroller/Coprocessor #0x16 | Transition to Running
2020-01-11 16:49:20, System Event Sys_Event | Timestamp Clock Sync | Asserted
2020-01-11 16:51:44, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-01-11 18:06:07, Memory CPU1B0_DIMM_Stat | Correctable ECC | Asserted
2020-01-11 20:48:23, Processor CPU0_Status | IERR | Asserted
2020-01-12 08:15:13, Memory #0xe2 | Correctable ECC | Asserted
2020-01-12 11:41:38, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 11:43:26, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 11:46:25, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 11:47:26, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 11:52:10, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 12:12:26, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 12:20:45, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 12:34:21, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 12:40:42, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 12:43:14, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 12:43:52, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 12:47:46, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 12:49:19, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 12:50:27, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 12:56:02, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 12:56:37, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 13:17:06, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 13:18:08, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 13:21:08, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 13:27:37, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 13:32:51, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 14:03:50, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 14:06:33, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 14:08:27, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 14:11:17, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 14:11:51, Memory #0xe2 | Correctable ECC (@DIMM@/(CPU1)) | Asserted
2020-01-12 14:13:03, Memory #0xe2 | Correctable ECC (@DIMM@/(CPU1)) | Asserted
2020-01-12 14:13:32, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 14:22:48, Memory #0xe2 | Correctable ECC (@DIMM@/(CPU1)) | Asserted
2020-01-12 14:22:52, Memory #0xe2 | Correctable ECC (@DIMM@/(CPU1)) | Asserted
2020-01-12 14:32:17, Memory #0xe2 | Correctable ECC (@DIMM@/(CPU1)) | Asserted
2020-01-12 14:36:38, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 14:49:23, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 14:49:40, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 14:52:34, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 14:53:22, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 15:00:03, Memory DIMM110 | Presence Detected | Asserted
2020-01-12 15:01:04, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 15:10:06, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 15:10:30, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 15:15:02, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 15:19:17, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 15:22:42, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 15:24:54, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 15:32:58, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 15:34:01, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 15:34:40, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 15:34:55, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 15:42:30, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 15:44:35, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 15:47:47, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 15:48:01, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 15:48:11, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 15:52:44, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 15:57:48, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 15:58:09, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 16:18:28, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 16:22:30, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 16:23:16, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 16:25:10, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 16:42:05, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 16:42:10, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 16:44:29, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 16:45:46, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 16:46:39, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 16:50:03, Memory CPU1A0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 16:50:23, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 17:04:18, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 17:09:22, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 17:24:01, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 17:42:26, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-12 18:47:31, OS Boot BIOS_Boot_Up | boot completed - device not specified | Asserted
2020-01-12 19:10:17, Processor CPU1 Status | Uncorrectable machine check exception | Deasserted
2020-01-12 20:23:53, Memory CPU0A0_DIMM_Stat | Correctable ECC | Asserted
2020-01-13 03:43:06, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-13 03:43:50, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-13 03:45:06, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-13 03:47:43, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-13 03:57:18, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-13 04:04:24, Memory CPU1D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-13 04:14:22, Memory Memory_Status | Correctable ECC | Asserted
2020-01-13 04:23:31, Memory Memory_Status | Correctable ECC | Asserted
2020-01-13 04:32:33, Memory Memory_Status | Correctable ECC | Asserted
2020-01-13 04:35:59, Memory Memory_Status | Correctable ECC | Asserted
2020-01-13 05:10:47, Memory #0xe2 | Correctable ECC | Asserted
2020-01-13 05:12:35, Memory Memory_Status | Correctable ECC | Asserted
2020-01-13 05:17:08, Drive Slot DISK8 | Drive Fault | Asserted
2020-01-13 05:19:46, Memory Memory_Status | Correctable ECC | Asserted
2020-01-13 05:24:53, Memory Memory_Status | Correctable ECC | Asserted
2020-01-13 08:57:30, Memory #0xe2 | Correctable ECC | Asserted
2020-01-13 12:09:02, OS Stop/Shutdown OS Status | OS graceful shutdown | Asserted
2020-01-13 13:59:19, Memory Memory_Status | Correctable ECC | Asserted
2020-01-13 14:05:14, Unknown CPU0 CATERR |  | Asserted
2020-01-13 17:43:16, Memory CPU0D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-13 18:40:47, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted
2020-01-14 02:37:48, Memory #0xf9 | Correctable ECC | Asserted
2020-01-14 02:38:59, Memory #0xf9 | Uncorrectable ECC | Asserted
2020-01-14 03:45:58, Memory DIMM020 | Presence Detected | Deasserted
2020-01-14 03:46:04, Memory DIMM020 | Presence Detected | Asserted
2020-01-14 06:16:38, Memory #0xe2 | Correctable ECC | Asserted
2020-01-14 06:17:00, Memory DIMM010 | Presence Detected | Asserted
2020-01-14 06:47:01, Memory CPU0F0_DIMM_Stat | Uncorrectable ECC | Asserted
2020-01-14 07:14:23, Memory #0xe2 | Correctable ECC | Asserted
2020-01-14 10:13:01, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-01-14 10:14:50, Power Supply PS4_Status | Presence detected | Asserted
2020-01-14 10:32:46, Management Subsys Health System_Health | Sensor access degraded or unavailable | Asserted
2020-01-14 10:53:26, Processor CPU0_Status | IERR | Deasserted
2020-01-14 13:28:23, Drive Slot / Bay HDD_R_10_Status | Drive Present | Asserted
2020-01-14 13:45:28, OS Stop/Shutdown OS Status | OS graceful shutdown | Asserted
2020-01-14 14:36:30, Temperature CPU1_Margin_Temp | Lower Non-critical going low  | Asserted | Reading 2
2020-01-15 00:02:26, OS Boot #0xe0 | boot completed - device not specified | Asserted
2020-01-15 00:12:11, Memory DIMM030_Status | Uncorrectable ECC | Asserted
2020-01-15 04:10:46, Power Supply PS1_Status | Power Supply AC lost | Asserted
2020-01-15 04:21:22, Memory #0x54 | Presence Detected | Deasserted
2020-01-15 04:21:57, Memory #0x51 | Configuration Error | Asserted
2020-01-15 07:23:43, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted
2020-01-15 10:49:36, System ACPI Power State ACPI_PWR_Status | S4/S5: soft-off | Asserted
2020-01-15 11:36:52, System Boot Initiated BIOS_Boot_Up | Initiated by power up | Asserted
2020-01-15 12:50:50, Temperature DIMMG1_Temp | Upper Critical going high | Asserted | Reading 125 &gt; Threshold 85 degrees C
2020-01-15 12:53:23, Temperature Temp_DIMM_DEF | Upper Critical going high | Asserted | Reading 94 &gt; Threshold 85 degrees C
2020-01-15 12:54:26, Temperature DIMMG1_Temp | Upper Non-critical going high | Asserted | Reading 121 &gt; Threshold 84 degrees C
2020-01-15 12:55:47, Temperature DIMMG1_Temp | Upper Critical going high | Deasserted | Reading 81 &gt; Threshold 85 degrees C
2020-01-15 14:09:38, Memory | Correctable ECC (@DIMM4A(CPU1)) | Asserted
2020-01-15 18:40:14, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-01-15 18:41:30, Processor CPU_CATERR | State Asserted
2020-01-15 19:00:01, OS Boot #0xe9 | boot completed - device not specified | Asserted
2020-01-15 21:22:14, Power Unit Pwr Unit Status | Power off/down | Deasserted
2020-01-16 00:01:06, Unknown #0x17 |  | Asserted
2020-01-16 01:58:37, System Boot Initiated #0xe0 | Initiated by hard reset | Asserted
2020-01-16 04:20:59, Memory #0xe2 | Correctable ECC logging limit reached | Asserted
2020-01-16 04:23:16, Memory #0xe2 | Correctable ECC logging limit reached | Asserted
2020-01-16 05:16:39, Memory CPU0D0_DIMM_Stat | Correctable ECC | Asserted
2020-01-16 08:50:43, System Boot Initiated #0xe0 | Initiated by power up | Asserted
2020-01-16 11:38:53, Memory #0x87 | Correctable ECC | Asserted
2020-01-16 11:44:45, Memory CPU1B0_DIMM_Stat | Uncorrectable ECC | Deasserted
2020-01-16 11:57:26, Memory #0x87 | Correctable ECC | Asserted
2020-01-16 11:59:14, Memory #0x87 | Correctable ECC | Asserted
2020-01-16 12:03:27, Memory #0x87 | Correctable ECC | Asserted
2020-01-16 12:36:12, Memory #0xe2 | Correctable ECC | Asserted
2020-01-16 14:59:45, Processor CPU1_Status | Presence detected | Asserted
2020-01-16 20:02:35, Memory #0xf9 | Correctable ECC | Asserted
2020-01-16 20:07:52, System Boot Initiated BIOS_Boot_Up | Initiated by warm reset | Asserted
2020-01-16 22:42:21, Memory #0xe2 | Correctable ECC | Asserted
2020-01-17 01:11:19, Processor CPU_CATERR | Uncorrectable machine check exception | Asserted
2020-01-17 01:11:21, Processor CPU_CATERR | Uncorrectable machine check exception | Asserted
2020-01-17 03:44:39, Power Supply #0xbe | Failure detected | Asserted
2020-01-17 09:05:38, Memory #0xf9 | Correctable ECC | Asserted
2020-01-17 09:19:31, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted
2020-01-17 09:19:55, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted
2020-01-17 09:20:37, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted
2020-01-17 09:20:46, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted
2020-01-17 09:20:51, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted
2020-01-17 09:21:39, Memory CPU0B0_DIMM_Stat | Correctable ECC | Asserted
2020-01-17 09:51:26, Unknown Chassis_Control |  | Asserted
2020-01-17 10:30:03, System ACPI Power State ACPI_PWR_Status | S0/G0: working | Asserted
2020-01-17 13:01:22, Temperature DIMMG0_Temp | Upper Critical going high | Asserted | Reading 114 &gt; Threshold 85 degrees C
2020-01-17 13:01:32, Temperature DIMMG0_Temp | Upper Critical going high | Deasserted | Reading 78 &gt; Threshold 85 degrees C
2020-01-17 13:01:32, Temperature Temp_DIMM_DEF | Upper Critical going high | Deasserted | Reading 78 &gt; Threshold 85 degrees C
2020-01-17 13:02:33, Temperature DIMMG1_Temp | Upper Non-critical going high | Reading 105 &gt; Threshold 84 degrees C
2020-01-17 13:02:43, Temperature DIMMG0_Temp | Upper Non-critical going high | Reading 78 &gt; Threshold 84 degrees C
2020-01-17 13:03:46, Temperature Temp_DIMM_KLM | Upper Non-critical going high | Reading 105 &gt; Threshold 84 degrees C
2020-01-17 13:03:46, Temperature Temp_DIMM_DEF | Upper Critical going high | Reading 114 &gt; Threshold 85 degrees C
2020-01-17 13:05:08, Temperature Temp_DIMM_DEF | Upper Non-critical going high | Deasserted | Reading 74 &gt; Threshold 84 degrees C
2020-01-17 13:40:57, Memory #0xf9 | Memory Device Disabled | Asserted
2020-01-17 13:46:10, Microcontroller #0x16 | Transition to Running | Asserted
